Collection,Ballot id,Contest,Selections
pbcid1,bid79,cid1,Bob
pbcid1,bid80,cid1,Alice
pbcid1,bid81,cid1,Alice
pbcid1,bid82,cid1,Bob
pbcid1,bid83,cid1,Bob
pbcid1,bid84,cid1,Alice
pbcid1,bid85,cid1,Bob
pbcid1,bid86,cid1,Bob
pbcid1,bid87,cid1,Alice
pbcid1,bid88,cid1,Alice
pbcid1,bid89,cid1,Bob
pbcid1,bid90,cid1,Alice
pbcid1,bid91,cid1,Alice
pbcid1,bid92,cid1,Bob
pbcid1,bid93,cid1,Bob
pbcid1,bid94,cid1,Bob
pbcid1,bid95,cid1,Alice
pbcid1,bid96,cid1,Bob
pbcid1,bid97,cid1,Bob
pbcid1,bid98,cid1,Alice
pbcid1,bid99,cid1,Bob
pbcid1,bid100,cid1,Bob
pbcid1,bid101,cid1,Bob
pbcid1,bid102,cid1,Alice
pbcid1,bid103,cid1,Bob
pbcid1,bid104,cid1,Alice
pbcid1,bid105,cid1,Alice
pbcid1,bid106,cid1,Alice
pbcid1,bid107,cid1,Bob
pbcid1,bid108,cid1,Alice
pbcid1,bid109,cid1,Bob
pbcid1,bid110,cid1,Alice
pbcid1,bid111,cid1,Bob
pbcid1,bid112,cid1,Bob
pbcid1,bid113,cid1,Alice
pbcid1,bid114,cid1,Bob
pbcid1,bid115,cid1,Bob
pbcid1,bid116,cid1,Bob
pbcid1,bid117,cid1,Alice
pbcid1,bid118,cid1,Alice
pbcid1,bid119,cid1,Bob
pbcid1,bid120,cid1,Alice
pbcid1,bid121,cid1,Alice
pbcid1,bid122,cid1,Bob
pbcid1,bid123,cid1,Bob
pbcid1,bid124,cid1,Bob
pbcid1,bid125,cid1,Alice
pbcid1,bid126,cid1,Bob
pbcid1,bid127,cid1,Alice
pbcid1,bid128,cid1,Bob
pbcid1,bid129,cid1,Alice
pbcid1,bid130,cid1,Bob
pbcid1,bid131,cid1,Bob
pbcid1,bid132,cid1,Alice
pbcid1,bid133,cid1,Alice
pbcid1,bid134,cid1,Bob
pbcid1,bid135,cid1,Alice
pbcid1,bid136,cid1,Alice
pbcid1,bid137,cid1,Alice
pbcid1,bid138,cid1,Bob
pbcid1,bid139,cid1,Alice
pbcid1,bid140,cid1,Bob
pbcid1,bid141,cid1,Bob
pbcid1,bid142,cid1,Alice
pbcid1,bid143,cid1,Bob
pbcid1,bid144,cid1,Bob
pbcid1,bid145,cid1,Bob
pbcid1,bid146,cid1,Alice
pbcid1,bid147,cid1,Alice
pbcid1,bid148,cid1,Alice
pbcid1,bid149,cid1,Bob
pbcid1,bid150,cid1,Bob
pbcid1,bid151,cid1,Alice
pbcid1,bid152,cid1,Bob
pbcid1,bid153,cid1,Bob
pbcid1,bid154,cid1,Bob
pbcid1,bid155,cid1,Bob
pbcid1,bid156,cid1,Alice
pbcid1,bid157,cid1,Alice
pbcid1,bid158,cid1,Alice
pbcid1,bid159,cid1,Bob
pbcid1,bid160,cid1,Bob
pbcid1,bid161,cid1,Bob
pbcid1,bid162,cid1,Alice
pbcid1,bid163,cid1,Bob
pbcid1,bid164,cid1,Bob
pbcid1,bid165,cid1,Alice
pbcid1,bid166,cid1,Bob
pbcid1,bid167,cid1,Alice
pbcid1,bid168,cid1,Alice
pbcid1,bid169,cid1,Bob
pbcid1,bid170,cid1,Alice
pbcid1,bid171,cid1,Bob
pbcid1,bid172,cid1,Bob
pbcid1,bid173,cid1,Bob
pbcid1,bid174,cid1,Bob
pbcid1,bid175,cid1,Bob
pbcid1,bid176,cid1,Bob
pbcid1,bid177,cid1,Alice
pbcid1,bid178,cid1,Alice
pbcid1,bid179,cid1,Alice
pbcid1,bid180,cid1,Alice
pbcid1,bid181,cid1,Bob
pbcid1,bid182,cid1,Bob
pbcid1,bid183,cid1,Alice
pbcid1,bid184,cid1,Alice
pbcid1,bid185,cid1,Bob
pbcid1,bid186,cid1,Alice
pbcid1,bid187,cid1,Bob
pbcid1,bid188,cid1,Bob
pbcid1,bid189,cid1,Alice
pbcid1,bid190,cid1,Bob
pbcid1,bid191,cid1,Alice
pbcid1,bid192,cid1,Bob
pbcid1,bid193,cid1,Bob
pbcid1,bid194,cid1,Bob
pbcid1,bid195,cid1,Alice
pbcid1,bid196,cid1,Bob
pbcid1,bid197,cid1,Alice
pbcid1,bid198,cid1,Alice
pbcid1,bid199,cid1,Alice
pbcid1,bid200,cid1,Alice
pbcid1,bid201,cid1,Alice
pbcid1,bid202,cid1,Alice
pbcid1,bid203,cid1,Alice
pbcid1,bid204,cid1,Alice
pbcid1,bid205,cid1,Bob
pbcid1,bid206,cid1,Alice
pbcid1,bid207,cid1,Alice
pbcid1,bid208,cid1,Bob
pbcid1,bid209,cid1,Alice
pbcid1,bid210,cid1,Alice
pbcid1,bid211,cid1,Bob
pbcid1,bid212,cid1,Alice
pbcid1,bid213,cid1,Bob
pbcid1,bid214,cid1,Alice
pbcid1,bid215,cid1,Bob
pbcid1,bid216,cid1,Bob
pbcid1,bid217,cid1,Alice
pbcid1,bid218,cid1,Alice
pbcid1,bid219,cid1,Bob
pbcid1,bid220,cid1,Alice
pbcid1,bid221,cid1,Alice
pbcid1,bid222,cid1,Alice
pbcid1,bid223,cid1,Alice
pbcid1,bid224,cid1,Bob
pbcid1,bid225,cid1,Alice
pbcid1,bid226,cid1,Bob
pbcid1,bid227,cid1,Alice
pbcid1,bid228,cid1,Alice
pbcid1,bid229,cid1,Bob
pbcid1,bid230,cid1,Bob
pbcid1,bid231,cid1,Bob
pbcid1,bid232,cid1,Bob
pbcid1,bid233,cid1,Bob
pbcid1,bid234,cid1,Alice
pbcid1,bid235,cid1,Bob
pbcid1,bid236,cid1,Bob
pbcid1,bid237,cid1,Bob
pbcid1,bid238,cid1,Alice
pbcid1,bid239,cid1,Alice
pbcid1,bid240,cid1,Alice
pbcid1,bid241,cid1,Bob
pbcid1,bid242,cid1,Bob
pbcid1,bid243,cid1,Alice
pbcid1,bid244,cid1,Alice
pbcid1,bid245,cid1,Bob
pbcid1,bid246,cid1,Bob
pbcid1,bid247,cid1,Bob
pbcid1,bid248,cid1,Bob
pbcid1,bid249,cid1,Bob
pbcid1,bid250,cid1,Alice
pbcid1,bid251,cid1,Bob
pbcid1,bid252,cid1,Bob
pbcid1,bid253,cid1,Bob
pbcid1,bid254,cid1,Bob
pbcid1,bid255,cid1,Alice
pbcid1,bid256,cid1,Bob
pbcid1,bid257,cid1,Alice
pbcid1,bid258,cid1,Alice
pbcid1,bid259,cid1,Alice
pbcid1,bid260,cid1,Alice
pbcid1,bid261,cid1,Alice
pbcid1,bid262,cid1,Bob
pbcid1,bid263,cid1,Alice
pbcid1,bid264,cid1,Bob
pbcid1,bid265,cid1,Bob
pbcid1,bid266,cid1,Alice
pbcid1,bid267,cid1,Bob
pbcid1,bid268,cid1,Bob
pbcid1,bid269,cid1,Alice
pbcid1,bid270,cid1,Bob
pbcid1,bid271,cid1,Bob
pbcid1,bid272,cid1,Bob
pbcid1,bid273,cid1,Alice
pbcid1,bid274,cid1,Bob
pbcid1,bid275,cid1,Alice
pbcid1,bid276,cid1,Alice
pbcid1,bid277,cid1,Bob
pbcid1,bid278,cid1,Alice
pbcid1,bid279,cid1,Bob
pbcid1,bid280,cid1,Alice
pbcid1,bid281,cid1,Alice
pbcid1,bid282,cid1,Bob
pbcid1,bid283,cid1,Alice
pbcid1,bid284,cid1,Bob
pbcid1,bid285,cid1,Alice
pbcid1,bid286,cid1,Alice
pbcid1,bid287,cid1,Bob
pbcid1,bid288,cid1,Alice
pbcid1,bid289,cid1,Bob
pbcid1,bid290,cid1,Bob
pbcid1,bid291,cid1,Bob
pbcid1,bid292,cid1,Alice
pbcid1,bid293,cid1,Bob
pbcid1,bid294,cid1,Bob
pbcid1,bid295,cid1,Bob
pbcid1,bid296,cid1,Alice
pbcid1,bid297,cid1,Alice
pbcid1,bid298,cid1,Alice
pbcid1,bid299,cid1,Bob
pbcid1,bid300,cid1,Alice
pbcid1,bid301,cid1,Bob
pbcid1,bid302,cid1,Bob
pbcid1,bid303,cid1,Alice
pbcid1,bid304,cid1,Bob
pbcid1,bid305,cid1,Alice
pbcid1,bid306,cid1,Alice
pbcid1,bid307,cid1,Alice
pbcid1,bid308,cid1,Alice
pbcid1,bid309,cid1,Alice
pbcid1,bid310,cid1,Alice
pbcid1,bid311,cid1,Alice
pbcid1,bid312,cid1,Bob
pbcid1,bid313,cid1,Bob
pbcid1,bid314,cid1,Bob
pbcid1,bid315,cid1,Alice
pbcid1,bid316,cid1,Alice
pbcid1,bid317,cid1,Alice
pbcid1,bid318,cid1,Bob
pbcid1,bid319,cid1,Bob
pbcid1,bid320,cid1,Bob
pbcid1,bid321,cid1,Alice
pbcid1,bid322,cid1,Bob
pbcid1,bid323,cid1,Alice
pbcid1,bid324,cid1,Alice
pbcid1,bid325,cid1,Bob
pbcid1,bid326,cid1,Bob
pbcid1,bid327,cid1,Bob
pbcid1,bid328,cid1,Bob
pbcid1,bid329,cid1,Alice
pbcid1,bid330,cid1,Bob
pbcid1,bid331,cid1,Alice
pbcid1,bid332,cid1,Alice
pbcid1,bid333,cid1,Alice
pbcid1,bid334,cid1,Bob
pbcid1,bid335,cid1,Alice
pbcid1,bid336,cid1,Alice
pbcid1,bid337,cid1,Alice
pbcid1,bid338,cid1,Bob
pbcid1,bid339,cid1,Alice
pbcid1,bid340,cid1,Bob
pbcid1,bid341,cid1,Alice
pbcid1,bid342,cid1,Bob
pbcid1,bid343,cid1,Bob
pbcid1,bid344,cid1,Bob
pbcid1,bid345,cid1,Alice
pbcid1,bid346,cid1,Bob
pbcid1,bid347,cid1,Bob
pbcid1,bid348,cid1,Alice
pbcid1,bid349,cid1,Bob
pbcid1,bid350,cid1,Alice
pbcid1,bid351,cid1,Alice
pbcid1,bid352,cid1,Alice
pbcid1,bid353,cid1,Bob
pbcid1,bid354,cid1,Bob
pbcid1,bid355,cid1,Alice
pbcid1,bid356,cid1,Alice
pbcid1,bid357,cid1,Alice
pbcid1,bid358,cid1,Alice
pbcid1,bid359,cid1,Bob
pbcid1,bid360,cid1,Bob
pbcid1,bid361,cid1,Alice
pbcid1,bid362,cid1,Bob
pbcid1,bid363,cid1,Bob
pbcid1,bid364,cid1,Bob
pbcid1,bid365,cid1,Alice
pbcid1,bid366,cid1,Bob
pbcid1,bid367,cid1,Alice
pbcid1,bid368,cid1,Bob
pbcid1,bid369,cid1,Alice
pbcid1,bid370,cid1,Alice
pbcid1,bid371,cid1,Bob
pbcid1,bid372,cid1,Alice
pbcid1,bid373,cid1,Bob
pbcid1,bid374,cid1,Alice
pbcid1,bid375,cid1,Alice
pbcid1,bid376,cid1,Bob
pbcid1,bid377,cid1,Bob
pbcid1,bid378,cid1,Bob
pbcid1,bid379,cid1,Alice
pbcid1,bid380,cid1,Alice
pbcid1,bid381,cid1,Alice
pbcid1,bid382,cid1,Alice
pbcid1,bid383,cid1,Bob
pbcid1,bid384,cid1,Bob
pbcid1,bid385,cid1,Alice
pbcid1,bid386,cid1,Bob
pbcid1,bid387,cid1,Alice
pbcid1,bid388,cid1,Alice
pbcid1,bid389,cid1,Bob
pbcid1,bid390,cid1,Bob
pbcid1,bid391,cid1,Bob
pbcid1,bid392,cid1,Bob
pbcid1,bid393,cid1,Alice
pbcid1,bid394,cid1,Alice
pbcid1,bid395,cid1,Bob
pbcid1,bid396,cid1,Bob
pbcid1,bid397,cid1,Alice
pbcid1,bid398,cid1,Alice
pbcid1,bid399,cid1,Alice
pbcid1,bid400,cid1,Alice
pbcid1,bid401,cid1,Alice
pbcid1,bid402,cid1,Alice
pbcid1,bid403,cid1,Alice
pbcid1,bid404,cid1,Alice
pbcid1,bid405,cid1,Alice
pbcid1,bid406,cid1,Bob
pbcid1,bid407,cid1,Alice
pbcid1,bid408,cid1,Alice
pbcid1,bid409,cid1,Alice
pbcid1,bid410,cid1,Bob
pbcid1,bid411,cid1,Bob
pbcid1,bid412,cid1,Bob
pbcid1,bid413,cid1,Bob
pbcid1,bid414,cid1,Alice
pbcid1,bid415,cid1,Bob
pbcid1,bid416,cid1,Alice
pbcid1,bid417,cid1,Alice
pbcid1,bid418,cid1,Bob
pbcid1,bid419,cid1,Alice
pbcid1,bid420,cid1,Bob
pbcid1,bid421,cid1,Alice
pbcid1,bid422,cid1,Bob
pbcid1,bid423,cid1,Alice
pbcid1,bid424,cid1,Bob
pbcid1,bid425,cid1,Bob
pbcid1,bid426,cid1,Alice
pbcid1,bid427,cid1,Bob
pbcid1,bid428,cid1,Alice
pbcid1,bid429,cid1,Bob
pbcid1,bid430,cid1,Alice
pbcid1,bid431,cid1,Alice
pbcid1,bid432,cid1,Alice
pbcid1,bid433,cid1,Bob
pbcid1,bid434,cid1,Bob
pbcid1,bid435,cid1,Bob
pbcid1,bid436,cid1,Alice
pbcid1,bid437,cid1,Alice
pbcid1,bid438,cid1,Bob
pbcid1,bid439,cid1,Bob
pbcid1,bid440,cid1,Bob
pbcid1,bid441,cid1,Bob
pbcid1,bid442,cid1,Bob
pbcid1,bid443,cid1,Bob
pbcid1,bid444,cid1,Alice
pbcid1,bid445,cid1,Alice
pbcid1,bid446,cid1,Alice
pbcid1,bid447,cid1,Bob
pbcid1,bid448,cid1,Bob
pbcid1,bid449,cid1,Alice
pbcid1,bid450,cid1,Bob
pbcid1,bid451,cid1,Alice
pbcid1,bid452,cid1,Bob
pbcid1,bid453,cid1,Alice
pbcid1,bid454,cid1,Alice
pbcid1,bid455,cid1,Alice
pbcid1,bid456,cid1,Bob
pbcid1,bid457,cid1,Bob
pbcid1,bid458,cid1,Alice
pbcid1,bid459,cid1,Bob
pbcid1,bid460,cid1,Bob
pbcid1,bid461,cid1,Alice
pbcid1,bid462,cid1,Alice
pbcid1,bid463,cid1,Bob
pbcid1,bid464,cid1,Bob
pbcid1,bid465,cid1,Bob
pbcid1,bid466,cid1,Alice
pbcid1,bid467,cid1,Alice
pbcid1,bid468,cid1,Alice
pbcid1,bid469,cid1,Bob
pbcid1,bid470,cid1,Alice
pbcid1,bid471,cid1,Bob
pbcid1,bid472,cid1,Alice
pbcid1,bid473,cid1,Alice
pbcid1,bid474,cid1,Alice
pbcid1,bid475,cid1,Bob
pbcid1,bid476,cid1,Alice
pbcid1,bid477,cid1,Bob
pbcid1,bid478,cid1,Alice
pbcid1,bid479,cid1,Alice
pbcid1,bid480,cid1,Bob
pbcid1,bid481,cid1,Alice
pbcid1,bid482,cid1,Alice
pbcid1,bid483,cid1,Bob
pbcid1,bid484,cid1,Alice
pbcid1,bid485,cid1,Alice
pbcid1,bid486,cid1,Alice
pbcid1,bid487,cid1,Bob
pbcid1,bid488,cid1,Alice
pbcid1,bid489,cid1,Alice
pbcid1,bid490,cid1,Bob
pbcid1,bid491,cid1,Bob
pbcid1,bid492,cid1,Bob
pbcid1,bid493,cid1,Alice
pbcid1,bid494,cid1,Bob
pbcid1,bid495,cid1,Bob
pbcid1,bid496,cid1,Alice
pbcid1,bid497,cid1,Bob
pbcid1,bid498,cid1,Bob
pbcid1,bid499,cid1,Alice
pbcid1,bid500,cid1,Alice
pbcid1,bid501,cid1,Bob
pbcid1,bid502,cid1,Alice
pbcid1,bid503,cid1,Alice
pbcid1,bid504,cid1,Bob
pbcid1,bid505,cid1,Bob
pbcid1,bid506,cid1,Alice
pbcid1,bid507,cid1,Bob
pbcid1,bid508,cid1,Alice
pbcid1,bid509,cid1,Alice
pbcid1,bid510,cid1,Bob
pbcid1,bid511,cid1,Bob
pbcid1,bid512,cid1,Bob
pbcid1,bid513,cid1,Alice
pbcid1,bid514,cid1,Bob
pbcid1,bid515,cid1,Alice
pbcid1,bid516,cid1,Bob
pbcid1,bid517,cid1,Bob
pbcid1,bid518,cid1,Bob
pbcid1,bid519,cid1,Bob
pbcid1,bid520,cid1,Bob
pbcid1,bid521,cid1,Bob
pbcid1,bid522,cid1,Bob
pbcid1,bid523,cid1,Alice
pbcid1,bid524,cid1,Alice
pbcid1,bid525,cid1,Bob
pbcid1,bid526,cid1,Alice
pbcid1,bid527,cid1,Bob
pbcid1,bid528,cid1,Alice
pbcid1,bid529,cid1,Bob
pbcid1,bid530,cid1,Bob
pbcid1,bid531,cid1,Bob
pbcid1,bid532,cid1,Alice
pbcid1,bid533,cid1,Alice
pbcid1,bid534,cid1,Alice
pbcid1,bid535,cid1,Bob
pbcid1,bid536,cid1,Bob
pbcid1,bid537,cid1,Bob
pbcid1,bid538,cid1,Alice
pbcid1,bid539,cid1,Bob
pbcid1,bid540,cid1,Bob
pbcid1,bid541,cid1,Alice
pbcid1,bid542,cid1,Alice
pbcid1,bid543,cid1,Alice
pbcid1,bid544,cid1,Alice
pbcid1,bid545,cid1,Bob
pbcid1,bid546,cid1,Bob
pbcid1,bid547,cid1,Alice
pbcid1,bid548,cid1,Alice
pbcid1,bid549,cid1,Bob
pbcid1,bid550,cid1,Alice
pbcid1,bid551,cid1,Bob
pbcid1,bid552,cid1,Alice
pbcid1,bid553,cid1,Alice
pbcid1,bid554,cid1,Alice
pbcid1,bid555,cid1,Bob
pbcid1,bid556,cid1,Bob
pbcid1,bid557,cid1,Alice
pbcid1,bid558,cid1,Bob
pbcid1,bid559,cid1,Alice
pbcid1,bid560,cid1,Alice
pbcid1,bid561,cid1,Bob
pbcid1,bid562,cid1,Alice
pbcid1,bid563,cid1,Bob
pbcid1,bid564,cid1,Alice
pbcid1,bid565,cid1,Alice
pbcid1,bid566,cid1,Bob
pbcid1,bid567,cid1,Bob
pbcid1,bid568,cid1,Alice
pbcid1,bid569,cid1,Alice
pbcid1,bid570,cid1,Alice
pbcid1,bid571,cid1,Bob
pbcid1,bid572,cid1,Bob
pbcid1,bid573,cid1,Alice
pbcid1,bid574,cid1,Alice
pbcid1,bid575,cid1,Alice
pbcid1,bid576,cid1,Alice
pbcid1,bid577,cid1,Bob
pbcid1,bid578,cid1,Alice
pbcid1,bid579,cid1,Alice
pbcid1,bid580,cid1,Alice
pbcid1,bid581,cid1,Alice
pbcid1,bid582,cid1,Bob
pbcid1,bid583,cid1,Bob
pbcid1,bid584,cid1,Alice
pbcid1,bid585,cid1,Bob
pbcid1,bid586,cid1,Bob
pbcid1,bid587,cid1,Bob
pbcid1,bid588,cid1,Bob
pbcid1,bid589,cid1,Alice
pbcid1,bid590,cid1,Bob
pbcid1,bid591,cid1,Alice
pbcid1,bid592,cid1,Bob
pbcid1,bid593,cid1,Alice
pbcid1,bid594,cid1,Bob
pbcid1,bid595,cid1,Bob
pbcid1,bid596,cid1,Bob
pbcid1,bid597,cid1,Alice
pbcid1,bid598,cid1,Alice
pbcid1,bid599,cid1,Alice
pbcid1,bid600,cid1,Bob
pbcid1,bid601,cid1,Alice
pbcid1,bid602,cid1,Bob
pbcid1,bid603,cid1,Alice
pbcid1,bid604,cid1,Bob
pbcid1,bid605,cid1,Alice
pbcid1,bid606,cid1,Bob
pbcid1,bid607,cid1,Alice
pbcid1,bid608,cid1,Alice
pbcid1,bid609,cid1,Alice
pbcid1,bid610,cid1,Alice
pbcid1,bid611,cid1,Bob
pbcid1,bid612,cid1,Alice
pbcid1,bid613,cid1,Bob
pbcid1,bid614,cid1,Bob
pbcid1,bid615,cid1,Alice
pbcid1,bid616,cid1,Alice
pbcid1,bid617,cid1,Alice
pbcid1,bid618,cid1,Bob
pbcid1,bid619,cid1,Alice
pbcid1,bid620,cid1,Alice
pbcid1,bid621,cid1,Bob
pbcid1,bid622,cid1,Bob
pbcid1,bid623,cid1,Alice
pbcid1,bid624,cid1,Alice
pbcid1,bid625,cid1,Alice
pbcid1,bid626,cid1,Bob
pbcid1,bid627,cid1,Alice
pbcid1,bid628,cid1,Bob
pbcid1,bid629,cid1,Alice
pbcid1,bid630,cid1,Bob
pbcid1,bid631,cid1,Alice
pbcid1,bid632,cid1,Bob
pbcid1,bid633,cid1,Bob
pbcid1,bid634,cid1,Alice
pbcid1,bid635,cid1,Bob
pbcid1,bid636,cid1,Bob
pbcid1,bid637,cid1,Alice
pbcid1,bid638,cid1,Alice
pbcid1,bid639,cid1,Alice
pbcid1,bid640,cid1,Alice
pbcid1,bid641,cid1,Bob
pbcid1,bid642,cid1,Bob
pbcid1,bid643,cid1,Alice
pbcid1,bid644,cid1,Alice
pbcid1,bid645,cid1,Alice
pbcid1,bid646,cid1,Bob
pbcid1,bid647,cid1,Bob
pbcid1,bid648,cid1,Bob
pbcid1,bid649,cid1,Bob
pbcid1,bid650,cid1,Alice
pbcid1,bid651,cid1,Bob
pbcid1,bid652,cid1,Bob
pbcid1,bid653,cid1,Bob
pbcid1,bid654,cid1,Bob
pbcid1,bid655,cid1,Alice
pbcid1,bid656,cid1,Alice
pbcid1,bid657,cid1,Alice
pbcid1,bid658,cid1,Bob
pbcid1,bid659,cid1,Alice
pbcid1,bid660,cid1,Alice
pbcid1,bid661,cid1,Alice
pbcid1,bid662,cid1,Bob
pbcid1,bid663,cid1,Bob
pbcid1,bid664,cid1,Alice
pbcid1,bid665,cid1,Bob
pbcid1,bid666,cid1,Bob
pbcid1,bid667,cid1,Bob
pbcid1,bid668,cid1,Bob
pbcid1,bid669,cid1,Bob
pbcid1,bid670,cid1,Alice
pbcid1,bid671,cid1,Bob
pbcid1,bid672,cid1,Alice
pbcid1,bid673,cid1,Alice
pbcid1,bid674,cid1,Alice
pbcid1,bid675,cid1,Alice
pbcid1,bid676,cid1,Alice
pbcid1,bid677,cid1,Bob
pbcid1,bid678,cid1,Bob
pbcid1,bid679,cid1,Alice
pbcid1,bid680,cid1,Alice
pbcid1,bid681,cid1,Bob
pbcid1,bid682,cid1,Alice
pbcid1,bid683,cid1,Alice
pbcid1,bid684,cid1,Alice
pbcid1,bid685,cid1,Bob
pbcid1,bid686,cid1,Bob
pbcid1,bid687,cid1,Alice
pbcid1,bid688,cid1,Alice
pbcid1,bid689,cid1,Alice
pbcid1,bid690,cid1,Bob
pbcid1,bid691,cid1,Alice
pbcid1,bid692,cid1,Alice
pbcid1,bid693,cid1,Bob
pbcid1,bid694,cid1,Alice
pbcid1,bid695,cid1,Bob
pbcid1,bid696,cid1,Alice
pbcid1,bid697,cid1,Bob
pbcid1,bid698,cid1,Bob
pbcid1,bid699,cid1,Bob
pbcid1,bid700,cid1,Alice
pbcid1,bid701,cid1,Bob
pbcid1,bid702,cid1,Alice
pbcid1,bid703,cid1,Bob
pbcid1,bid704,cid1,Alice
pbcid1,bid705,cid1,Alice
pbcid1,bid706,cid1,Alice
pbcid1,bid707,cid1,Alice
pbcid1,bid708,cid1,Bob
pbcid1,bid709,cid1,Bob
pbcid1,bid710,cid1,Alice
pbcid1,bid711,cid1,Alice
pbcid1,bid712,cid1,Alice
pbcid1,bid713,cid1,Bob
pbcid1,bid714,cid1,Bob
pbcid1,bid715,cid1,Alice
pbcid1,bid716,cid1,Alice
pbcid1,bid717,cid1,Bob
pbcid1,bid718,cid1,Alice
pbcid1,bid719,cid1,Alice
pbcid1,bid720,cid1,Alice
pbcid1,bid721,cid1,Bob
pbcid1,bid722,cid1,Alice
pbcid1,bid723,cid1,Bob
pbcid1,bid724,cid1,Bob
pbcid1,bid725,cid1,Bob
pbcid1,bid726,cid1,Alice
pbcid1,bid727,cid1,Bob
pbcid1,bid728,cid1,Bob
pbcid1,bid729,cid1,Bob
pbcid1,bid730,cid1,Alice
pbcid1,bid731,cid1,Bob
pbcid1,bid732,cid1,Bob
pbcid1,bid733,cid1,Bob
pbcid1,bid734,cid1,Bob
pbcid1,bid735,cid1,Bob
pbcid1,bid736,cid1,Alice
pbcid1,bid737,cid1,Alice
pbcid1,bid738,cid1,Bob
pbcid1,bid739,cid1,Bob
pbcid1,bid740,cid1,Bob
pbcid1,bid741,cid1,Alice
pbcid1,bid742,cid1,Bob
pbcid1,bid743,cid1,Alice
pbcid1,bid744,cid1,Bob
pbcid1,bid745,cid1,Alice
pbcid1,bid746,cid1,Alice
pbcid1,bid747,cid1,Alice
pbcid1,bid748,cid1,Alice
pbcid1,bid749,cid1,Alice
pbcid1,bid750,cid1,Alice
pbcid1,bid751,cid1,Bob
pbcid1,bid752,cid1,Bob
pbcid1,bid753,cid1,Alice
pbcid1,bid754,cid1,Bob
pbcid1,bid755,cid1,Bob
pbcid1,bid756,cid1,Bob
pbcid1,bid757,cid1,Bob
pbcid1,bid758,cid1,Bob
pbcid1,bid759,cid1,Bob
pbcid1,bid760,cid1,Alice
pbcid1,bid761,cid1,Alice
pbcid1,bid762,cid1,Bob
pbcid1,bid763,cid1,Bob
pbcid1,bid764,cid1,Bob
pbcid1,bid765,cid1,Alice
pbcid1,bid766,cid1,Bob
pbcid1,bid767,cid1,Bob
pbcid1,bid768,cid1,Bob
pbcid1,bid769,cid1,Alice
pbcid1,bid770,cid1,Alice
pbcid1,bid771,cid1,Alice
pbcid1,bid772,cid1,Bob
pbcid1,bid773,cid1,Bob
pbcid1,bid774,cid1,Bob
pbcid1,bid775,cid1,Alice
