Ballot order,Collection,Box,Position,Stamp,Ballot id,Comments
96,AllBallots,box1,8080,,bid8080,,
97,AllBallots,box1,8801,,bid29241,,
98,AllBallots,box1,11075,,bid11075,,
99,AllBallots,box1,19647,,bid19647,,
100,AllBallots,box1,6128,,bid6128,,
101,AllBallots,box1,2393,,bid2393,,
102,AllBallots,box1,4401,,bid4401,,
103,AllBallots,box1,2272,,bid2272,,
104,AllBallots,box1,1801,,bid22241,,
105,AllBallots,box1,61,,bid20501,,
106,AllBallots,box1,20129,,bid20129,,
107,AllBallots,box1,15615,,bid36055,,
108,AllBallots,box1,15553,,bid15553,,
109,AllBallots,box1,5033,,bid25473,,
110,AllBallots,box1,8387,,bid28827,,
111,AllBallots,box1,4348,,bid24788,,
112,AllBallots,box1,10454,,bid10454,,
113,AllBallots,box1,2873,,bid23313,,
114,AllBallots,box1,12270,,bid32710,,
115,AllBallots,box1,7524,,bid27964,,
116,AllBallots,box1,7732,,bid28172,,
117,AllBallots,box1,12025,,bid32465,,
118,AllBallots,box1,18061,,bid18061,,
119,AllBallots,box1,13035,,bid33475,,
120,AllBallots,box1,13816,,bid34256,,
121,AllBallots,box1,5427,,bid25867,,
122,AllBallots,box1,13185,,bid33625,,
123,AllBallots,box1,706,,bid21146,,
124,AllBallots,box1,11638,,bid11638,,
125,AllBallots,box1,14957,,bid14957,,
126,AllBallots,box1,1113,,bid21553,,
127,AllBallots,box1,3886,,bid3886,,
128,AllBallots,box1,11377,,bid11377,,
129,AllBallots,box1,16432,,bid16432,,
130,AllBallots,box1,16612,,bid16612,,
131,AllBallots,box1,5243,,bid25683,,
132,AllBallots,box1,329,,bid329,,
133,AllBallots,box1,8662,,bid29102,,
134,AllBallots,box1,10887,,bid10887,,
135,AllBallots,box1,2546,,bid22986,,
136,AllBallots,box1,7763,,bid7763,,
137,AllBallots,box1,1882,,bid1882,,
138,AllBallots,box1,470,,bid20910,,
139,AllBallots,box1,1469,,bid21909,,
140,AllBallots,box1,12167,,bid12167,,
141,AllBallots,box1,18486,,bid38926,,
142,AllBallots,box1,13946,,bid13946,,
143,AllBallots,box1,2535,,bid22975,,
144,AllBallots,box1,7728,,bid7728,,
145,AllBallots,box1,17446,,bid37886,,
146,AllBallots,box1,18435,,bid18435,,
147,AllBallots,box1,8594,,bid29034,,
148,AllBallots,box1,18225,,bid38665,,
149,AllBallots,box1,2543,,bid22983,,
150,AllBallots,box1,1270,,bid1270,,
151,AllBallots,box1,42,,bid20482,,
152,AllBallots,box1,8731,,bid29171,,
153,AllBallots,box1,13806,,bid13806,,
154,AllBallots,box1,14539,,bid34979,,
155,AllBallots,box1,5126,,bid5126,,
156,AllBallots,box1,1282,,bid1282,,
157,AllBallots,box1,11690,,bid32130,,
158,AllBallots,box1,17876,,bid17876,,
159,AllBallots,box1,11547,,bid31987,,
160,AllBallots,box1,977,,bid21417,,
161,AllBallots,box1,13760,,bid13760,,
162,AllBallots,box1,12906,,bid12906,,
163,AllBallots,box1,1721,,bid1721,,
164,AllBallots,box1,1786,,bid22226,,
165,AllBallots,box1,11975,,bid32415,,
166,AllBallots,box1,16018,,bid16018,,
167,AllBallots,box1,3194,,bid3194,,
168,AllBallots,box1,13999,,bid34439,,
169,AllBallots,box1,2540,,bid2540,,
170,AllBallots,box1,7634,,bid28074,,
171,AllBallots,box1,10251,,bid10251,,
172,AllBallots,box1,5656,,bid26096,,
173,AllBallots,box1,16808,,bid16808,,
174,AllBallots,box1,10831,,bid10831,,
175,AllBallots,box1,2842,,bid2842,,
176,AllBallots,box1,11997,,bid11997,,
177,AllBallots,box1,14826,,bid14826,,
178,AllBallots,box1,13745,,bid13745,,
179,AllBallots,box1,6113,,bid26553,,
180,AllBallots,box1,17183,,bid37623,,
181,AllBallots,box1,3852,,bid3852,,
182,AllBallots,box1,17263,,bid37703,,
183,AllBallots,box1,18302,,bid18302,,
184,AllBallots,box1,15119,,bid35559,,
185,AllBallots,box1,15720,,bid15720,,
186,AllBallots,box1,17473,,bid37913,,
187,AllBallots,box1,3022,,bid23462,,
188,AllBallots,box1,8105,,bid28545,,
189,AllBallots,box1,730,,bid730,,
190,AllBallots,box1,18245,,bid38685,,
191,AllBallots,box1,7282,,bid7282,,
192,AllBallots,box1,8912,,bid8912,,
193,AllBallots,box1,17471,,bid37911,,
194,AllBallots,box1,3691,,bid3691,,
195,AllBallots,box1,15985,,bid36425,,
196,AllBallots,box1,2570,,bid23010,,
197,AllBallots,box1,7014,,bid7014,,
198,AllBallots,box1,11996,,bid11996,,
199,AllBallots,box1,18657,,bid39097,,
200,AllBallots,box1,7926,,bid7926,,
201,AllBallots,box1,17626,,bid17626,,
202,AllBallots,box1,16926,,bid16926,,
203,AllBallots,box1,5943,,bid5943,,
204,AllBallots,box1,4043,,bid24483,,
205,AllBallots,box1,11710,,bid32150,,
206,AllBallots,box1,7802,,bid7802,,
207,AllBallots,box1,15945,,bid15945,,
208,AllBallots,box1,10235,,bid30675,,
209,AllBallots,box1,16938,,bid16938,,
210,AllBallots,box1,13794,,bid13794,,
211,AllBallots,box1,7871,,bid7871,,
212,AllBallots,box1,3819,,bid3819,,
213,AllBallots,box1,1497,,bid1497,,
214,AllBallots,box1,20432,,bid20432,,
215,AllBallots,box1,3913,,bid24353,,
216,AllBallots,box1,425,,bid425,,
217,AllBallots,box1,6984,,bid6984,,
218,AllBallots,box1,7822,,bid28262,,
219,AllBallots,box1,9419,,bid9419,,
220,AllBallots,box1,9128,,bid9128,,
221,AllBallots,box1,20277,,bid20277,,
222,AllBallots,box1,614,,bid614,,
223,AllBallots,box1,6354,,bid6354,,
224,AllBallots,box1,980,,bid21420,,
225,AllBallots,box1,16282,,bid16282,,
226,AllBallots,box1,11831,,bid32271,,
227,AllBallots,box1,6268,,bid6268,,
228,AllBallots,box1,4830,,bid4830,,
229,AllBallots,box1,4466,,bid4466,,
230,AllBallots,box1,3618,,bid3618,,
231,AllBallots,box1,3834,,bid3834,,
232,AllBallots,box1,2586,,bid23026,,
233,AllBallots,box1,16729,,bid37169,,
234,AllBallots,box1,1033,,bid21473,,
235,AllBallots,box1,20214,,bid20214,,
236,AllBallots,box1,5166,,bid25606,,
237,AllBallots,box1,18167,,bid38607,,
238,AllBallots,box1,18344,,bid18344,,
239,AllBallots,box1,16125,,bid16125,,
240,AllBallots,box1,16766,,bid37206,,
241,AllBallots,box1,12736,,bid12736,,
242,AllBallots,box1,19398,,bid39838,,
243,AllBallots,box1,3325,,bid3325,,
244,AllBallots,box1,8632,,bid29072,,
245,AllBallots,box1,10995,,bid10995,,
246,AllBallots,box1,4289,,bid4289,,
247,AllBallots,box1,6263,,bid6263,,
248,AllBallots,box1,17838,,bid38278,,
249,AllBallots,box1,8056,,bid8056,,
250,AllBallots,box1,20065,,bid20065,,
251,AllBallots,box1,9949,,bid9949,,
252,AllBallots,box1,18150,,bid18150,,
253,AllBallots,box1,13895,,bid13895,,
254,AllBallots,box1,1869,,bid22309,,
255,AllBallots,box1,3463,,bid23903,,
256,AllBallots,box1,15896,,bid36336,,
257,AllBallots,box1,16477,,bid16477,,
258,AllBallots,box1,18793,,bid39233,,
259,AllBallots,box1,9058,,bid9058,,
260,AllBallots,box1,13081,,bid33521,,
261,AllBallots,box1,19367,,bid39807,,
262,AllBallots,box1,6892,,bid6892,,
263,AllBallots,box1,7761,,bid28201,,
264,AllBallots,box1,2772,,bid2772,,
265,AllBallots,box1,6679,,bid6679,,
266,AllBallots,box1,15161,,bid35601,,
267,AllBallots,box1,12486,,bid12486,,
268,AllBallots,box1,11131,,bid31571,,
269,AllBallots,box1,4358,,bid24798,,
270,AllBallots,box1,14393,,bid34833,,
271,AllBallots,box1,555,,bid20995,,
272,AllBallots,box1,13250,,bid33690,,
273,AllBallots,box1,10991,,bid10991,,
274,AllBallots,box1,6107,,bid6107,,
275,AllBallots,box1,7604,,bid7604,,
276,AllBallots,box1,13654,,bid34094,,
277,AllBallots,box1,4258,,bid24698,,
278,AllBallots,box1,7575,,bid7575,,
279,AllBallots,box1,1938,,bid1938,,
280,AllBallots,box1,2557,,bid2557,,
281,AllBallots,box1,18991,,bid39431,,
282,AllBallots,box1,9641,,bid30081,,
283,AllBallots,box1,17301,,bid17301,,
284,AllBallots,box1,15575,,bid36015,,
285,AllBallots,box1,9533,,bid29973,,
286,AllBallots,box1,15203,,bid35643,,
287,AllBallots,box1,14773,,bid14773,,
288,AllBallots,box1,12402,,bid12402,,
289,AllBallots,box1,13105,,bid13105,,
290,AllBallots,box1,11815,,bid32255,,
291,AllBallots,box1,17963,,bid38403,,
292,AllBallots,box1,9714,,bid9714,,
293,AllBallots,box1,3150,,bid23590,,
294,AllBallots,box1,8280,,bid8280,,
295,AllBallots,box1,2779,,bid23219,,
296,AllBallots,box1,2031,,bid2031,,
297,AllBallots,box1,9031,,bid29471,,
298,AllBallots,box1,18698,,bid18698,,
299,AllBallots,box1,13699,,bid34139,,
300,AllBallots,box1,16810,,bid16810,,
301,AllBallots,box1,17558,,bid37998,,
302,AllBallots,box1,1919,,bid1919,,
303,AllBallots,box1,8226,,bid28666,,
304,AllBallots,box1,13508,,bid13508,,
305,AllBallots,box1,17179,,bid17179,,
306,AllBallots,box1,14207,,bid34647,,
307,AllBallots,box1,12463,,bid32903,,
308,AllBallots,box1,116,,bid20556,,
309,AllBallots,box1,5707,,bid26147,,
310,AllBallots,box1,17150,,bid37590,,
311,AllBallots,box1,5354,,bid5354,,
312,AllBallots,box1,17136,,bid37576,,
313,AllBallots,box1,7825,,bid7825,,
314,AllBallots,box1,12240,,bid12240,,
315,AllBallots,box1,13438,,bid33878,,
316,AllBallots,box1,8214,,bid28654,,
317,AllBallots,box1,2360,,bid22800,,
318,AllBallots,box1,17139,,bid37579,,
319,AllBallots,box1,6477,,bid26917,,
320,AllBallots,box1,3200,,bid3200,,
321,AllBallots,box1,13071,,bid33511,,
322,AllBallots,box1,18873,,bid39313,,
323,AllBallots,box1,18516,,bid38956,,
324,AllBallots,box1,11526,,bid31966,,
325,AllBallots,box1,10117,,bid10117,,
326,AllBallots,box1,1395,,bid21835,,
327,AllBallots,box1,5512,,bid25952,,
328,AllBallots,box1,18406,,bid38846,,
329,AllBallots,box1,20348,,bid20348,,
330,AllBallots,box1,13941,,bid34381,,
331,AllBallots,box1,4870,,bid4870,,
332,AllBallots,box1,13538,,bid13538,,
333,AllBallots,box1,8618,,bid29058,,
334,AllBallots,box1,1074,,bid1074,,
335,AllBallots,box1,8804,,bid8804,,
336,AllBallots,box1,13971,,bid34411,,
337,AllBallots,box1,10934,,bid31374,,
338,AllBallots,box1,4382,,bid24822,,
339,AllBallots,box1,10617,,bid10617,,
340,AllBallots,box1,8833,,bid29273,,
341,AllBallots,box1,12160,,bid12160,,
342,AllBallots,box1,3228,,bid23668,,
343,AllBallots,box1,19151,,bid39591,,
344,AllBallots,box1,1480,,bid1480,,
345,AllBallots,box1,5325,,bid25765,,
346,AllBallots,box1,10304,,bid30744,,
347,AllBallots,box1,14427,,bid34867,,
348,AllBallots,box1,10007,,bid30447,,
349,AllBallots,box1,13178,,bid13178,,
350,AllBallots,box1,1635,,bid1635,,
351,AllBallots,box1,16797,,bid37237,,
352,AllBallots,box1,3387,,bid3387,,
353,AllBallots,box1,13553,,bid13553,,
354,AllBallots,box1,6248,,bid6248,,
355,AllBallots,box1,16647,,bid16647,,
356,AllBallots,box1,19449,,bid39889,,
357,AllBallots,box1,12496,,bid12496,,
358,AllBallots,box1,713,,bid21153,,
359,AllBallots,box1,16886,,bid37326,,
360,AllBallots,box1,5732,,bid5732,,
361,AllBallots,box1,9489,,bid9489,,
362,AllBallots,box1,6982,,bid27422,,
363,AllBallots,box1,7308,,bid7308,,
364,AllBallots,box1,10300,,bid10300,,
365,AllBallots,box1,11581,,bid11581,,
366,AllBallots,box1,17275,,bid37715,,
367,AllBallots,box1,18336,,bid18336,,
368,AllBallots,box1,5591,,bid5591,,
369,AllBallots,box1,16896,,bid37336,,
370,AllBallots,box1,4693,,bid25133,,
371,AllBallots,box1,6051,,bid6051,,
372,AllBallots,box1,18046,,bid18046,,
373,AllBallots,box1,5341,,bid25781,,
374,AllBallots,box1,6401,,bid6401,,
375,AllBallots,box1,5845,,bid26285,,
376,AllBallots,box1,13997,,bid13997,,
377,AllBallots,box1,15788,,bid36228,,
378,AllBallots,box1,16930,,bid16930,,
379,AllBallots,box1,16964,,bid16964,,
380,AllBallots,box1,8943,,bid29383,,
381,AllBallots,box1,11459,,bid11459,,
382,AllBallots,box1,16070,,bid36510,,
383,AllBallots,box1,9568,,bid9568,,
384,AllBallots,box1,19799,,bid19799,,
385,AllBallots,box1,14154,,bid34594,,
386,AllBallots,box1,18252,,bid38692,,
387,AllBallots,box1,19413,,bid19413,,
388,AllBallots,box1,7070,,bid7070,,
389,AllBallots,box1,15037,,bid35477,,
390,AllBallots,box1,9293,,bid29733,,
391,AllBallots,box1,10779,,bid10779,,
392,AllBallots,box1,13268,,bid33708,,
393,AllBallots,box1,770,,bid21210,,
394,AllBallots,box1,3131,,bid3131,,
395,AllBallots,box1,19114,,bid39554,,
396,AllBallots,box1,2928,,bid23368,,
397,AllBallots,box1,17235,,bid37675,,
398,AllBallots,box1,8234,,bid28674,,
399,AllBallots,box1,10097,,bid30537,,
400,AllBallots,box1,2055,,bid22495,,
401,AllBallots,box1,5871,,bid26311,,
402,AllBallots,box1,18365,,bid18365,,
403,AllBallots,box1,13417,,bid33857,,
404,AllBallots,box1,6049,,bid26489,,
405,AllBallots,box1,15978,,bid15978,,
406,AllBallots,box1,19758,,bid19758,,
407,AllBallots,box1,6923,,bid27363,,
408,AllBallots,box1,9320,,bid29760,,
409,AllBallots,box1,1309,,bid21749,,
410,AllBallots,box1,17656,,bid38096,,
411,AllBallots,box1,10798,,bid10798,,
412,AllBallots,box1,17448,,bid17448,,
413,AllBallots,box1,16968,,bid37408,,
414,AllBallots,box1,2544,,bid2544,,
415,AllBallots,box1,6704,,bid6704,,
416,AllBallots,box1,7790,,bid7790,,
417,AllBallots,box1,15298,,bid35738,,
418,AllBallots,box1,11987,,bid32427,,
419,AllBallots,box1,10092,,bid10092,,
420,AllBallots,box1,7359,,bid7359,,
421,AllBallots,box1,17832,,bid17832,,
422,AllBallots,box1,6071,,bid26511,,
423,AllBallots,box1,15499,,bid15499,,
424,AllBallots,box1,5673,,bid26113,,
425,AllBallots,box1,8155,,bid28595,,
426,AllBallots,box1,11920,,bid32360,,
427,AllBallots,box1,235,,bid20675,,
428,AllBallots,box1,20104,,bid20104,,
429,AllBallots,box1,17967,,bid38407,,
430,AllBallots,box1,4660,,bid25100,,
431,AllBallots,box1,5356,,bid25796,,
432,AllBallots,box1,10401,,bid30841,,
433,AllBallots,box1,19332,,bid39772,,
434,AllBallots,box1,15831,,bid36271,,
435,AllBallots,box1,19738,,bid19738,,
436,AllBallots,box1,15015,,bid35455,,
437,AllBallots,box1,15528,,bid35968,,
438,AllBallots,box1,13878,,bid34318,,
439,AllBallots,box1,19359,,bid19359,,
440,AllBallots,box1,4126,,bid4126,,
441,AllBallots,box1,1716,,bid1716,,
442,AllBallots,box1,12649,,bid33089,,
443,AllBallots,box1,10835,,bid31275,,
444,AllBallots,box1,3334,,bid3334,,
445,AllBallots,box1,18111,,bid18111,,
446,AllBallots,box1,15794,,bid36234,,
447,AllBallots,box1,306,,bid20746,,
448,AllBallots,box1,3228,,bid3228,,
449,AllBallots,box1,7974,,bid7974,,
450,AllBallots,box1,8439,,bid28879,,
451,AllBallots,box1,12224,,bid12224,,
452,AllBallots,box1,9491,,bid9491,,
453,AllBallots,box1,2821,,bid23261,,
454,AllBallots,box1,18287,,bid18287,,
455,AllBallots,box1,2471,,bid2471,,
456,AllBallots,box1,17633,,bid38073,,
457,AllBallots,box1,18603,,bid39043,,
458,AllBallots,box1,1346,,bid21786,,
459,AllBallots,box1,1627,,bid1627,,
460,AllBallots,box1,9439,,bid29879,,
461,AllBallots,box1,7971,,bid7971,,
462,AllBallots,box1,502,,bid20942,,
463,AllBallots,box1,17524,,bid37964,,
464,AllBallots,box1,795,,bid21235,,
465,AllBallots,box1,1301,,bid1301,,
466,AllBallots,box1,7508,,bid27948,,
467,AllBallots,box1,131,,bid20571,,
468,AllBallots,box1,16711,,bid37151,,
469,AllBallots,box1,4338,,bid4338,,
470,AllBallots,box1,2360,,bid2360,,
471,AllBallots,box1,19428,,bid39868,,
472,AllBallots,box1,2647,,bid23087,,
473,AllBallots,box1,18704,,bid39144,,
474,AllBallots,box1,10069,,bid30509,,
475,AllBallots,box1,6983,,bid6983,,
476,AllBallots,box1,7045,,bid27485,,
477,AllBallots,box1,19858,,bid19858,,
478,AllBallots,box1,11825,,bid32265,,
479,AllBallots,box1,20165,,bid20165,,
480,AllBallots,box1,8061,,bid28501,,
481,AllBallots,box1,13262,,bid13262,,
482,AllBallots,box1,11951,,bid11951,,
483,AllBallots,box1,17334,,bid37774,,
484,AllBallots,box1,8169,,bid28609,,
485,AllBallots,box1,19445,,bid19445,,
486,AllBallots,box1,13779,,bid34219,,
487,AllBallots,box1,7931,,bid28371,,
488,AllBallots,box1,2890,,bid23330,,
489,AllBallots,box1,14588,,bid14588,,
490,AllBallots,box1,8338,,bid8338,,
491,AllBallots,box1,10285,,bid10285,,
492,AllBallots,box1,6952,,bid27392,,
493,AllBallots,box1,19329,,bid39769,,
494,AllBallots,box1,9707,,bid9707,,
495,AllBallots,box1,5006,,bid25446,,
496,AllBallots,box1,4448,,bid24888,,
497,AllBallots,box1,17769,,bid17769,,
498,AllBallots,box1,7071,,bid27511,,
499,AllBallots,box1,15844,,bid15844,,
500,AllBallots,box1,12367,,bid12367,,
501,AllBallots,box1,2796,,bid23236,,
502,AllBallots,box1,16199,,bid16199,,
503,AllBallots,box1,9915,,bid30355,,
504,AllBallots,box1,18405,,bid18405,,
505,AllBallots,box1,5275,,bid25715,,
506,AllBallots,box1,7010,,bid7010,,
507,AllBallots,box1,16934,,bid37374,,
508,AllBallots,box1,4371,,bid4371,,
509,AllBallots,box1,18697,,bid18697,,
510,AllBallots,box1,2263,,bid2263,,
511,AllBallots,box1,10172,,bid30612,,
512,AllBallots,box1,5712,,bid26152,,
513,AllBallots,box1,3534,,bid23974,,
514,AllBallots,box1,10370,,bid10370,,
515,AllBallots,box1,18958,,bid39398,,
516,AllBallots,box1,17,,bid17,,
517,AllBallots,box1,13914,,bid13914,,
518,AllBallots,box1,12624,,bid12624,,
519,AllBallots,box1,1384,,bid21824,,
520,AllBallots,box1,13365,,bid13365,,
521,AllBallots,box1,6396,,bid26836,,
522,AllBallots,box1,1513,,bid1513,,
523,AllBallots,box1,9940,,bid30380,,
524,AllBallots,box1,6767,,bid27207,,
525,AllBallots,box1,9018,,bid29458,,
526,AllBallots,box1,2937,,bid23377,,
527,AllBallots,box1,5648,,bid26088,,
528,AllBallots,box1,10168,,bid30608,,
529,AllBallots,box1,1466,,bid1466,,
530,AllBallots,box1,4962,,bid25402,,
531,AllBallots,box1,13025,,bid33465,,
532,AllBallots,box1,12536,,bid32976,,
533,AllBallots,box1,8933,,bid8933,,
534,AllBallots,box1,7474,,bid7474,,
535,AllBallots,box1,15497,,bid35937,,
536,AllBallots,box1,2956,,bid2956,,
537,AllBallots,box1,12403,,bid32843,,
538,AllBallots,box1,5540,,bid5540,,
539,AllBallots,box1,13551,,bid33991,,
540,AllBallots,box1,10971,,bid10971,,
541,AllBallots,box1,11722,,bid32162,,
542,AllBallots,box1,16741,,bid16741,,
543,AllBallots,box1,2841,,bid2841,,
544,AllBallots,box1,16111,,bid16111,,
545,AllBallots,box1,10001,,bid30441,,
546,AllBallots,box1,1440,,bid1440,,
547,AllBallots,box1,18780,,bid18780,,
548,AllBallots,box1,18948,,bid39388,,
549,AllBallots,box1,3406,,bid3406,,
550,AllBallots,box1,14054,,bid34494,,
551,AllBallots,box1,5698,,bid26138,,
552,AllBallots,box1,18901,,bid39341,,
553,AllBallots,box1,148,,bid148,,
554,AllBallots,box1,19930,,bid19930,,
555,AllBallots,box1,3288,,bid23728,,
556,AllBallots,box1,1111,,bid21551,,
557,AllBallots,box1,12961,,bid33401,,
558,AllBallots,box1,16544,,bid16544,,
559,AllBallots,box1,13963,,bid13963,,
560,AllBallots,box1,6185,,bid26625,,
561,AllBallots,box1,748,,bid748,,
562,AllBallots,box1,1107,,bid1107,,
563,AllBallots,box1,9,,bid20449,,
564,AllBallots,box1,15735,,bid15735,,
565,AllBallots,box1,11972,,bid11972,,
566,AllBallots,box1,8001,,bid28441,,
567,AllBallots,box1,9428,,bid29868,,
568,AllBallots,box1,5916,,bid26356,,
569,AllBallots,box1,11296,,bid11296,,
570,AllBallots,box1,17706,,bid38146,,
571,AllBallots,box1,10671,,bid31111,,
572,AllBallots,box1,1568,,bid22008,,
573,AllBallots,box1,17317,,bid37757,,
574,AllBallots,box1,15020,,bid15020,,
575,AllBallots,box1,18265,,bid18265,,
576,AllBallots,box1,20054,,bid20054,,
577,AllBallots,box1,17463,,bid17463,,
578,AllBallots,box1,562,,bid562,,
579,AllBallots,box1,286,,bid286,,
580,AllBallots,box1,5443,,bid25883,,
581,AllBallots,box1,1472,,bid1472,,
582,AllBallots,box1,7669,,bid7669,,
583,AllBallots,box1,7525,,bid27965,,
584,AllBallots,box1,5262,,bid5262,,
585,AllBallots,box1,14290,,bid14290,,
586,AllBallots,box1,19608,,bid19608,,
587,AllBallots,box1,15578,,bid15578,,
588,AllBallots,box1,2087,,bid22527,,
589,AllBallots,box1,2552,,bid2552,,
590,AllBallots,box1,12744,,bid33184,,
591,AllBallots,box1,10875,,bid10875,,
592,AllBallots,box1,10734,,bid31174,,
593,AllBallots,box1,6929,,bid6929,,
594,AllBallots,box1,14346,,bid14346,,
595,AllBallots,box1,2054,,bid22494,,
596,AllBallots,box1,11220,,bid31660,,
597,AllBallots,box1,2674,,bid23114,,
598,AllBallots,box1,16885,,bid16885,,
599,AllBallots,box1,14071,,bid14071,,
600,AllBallots,box1,5146,,bid25586,,
601,AllBallots,box1,5374,,bid25814,,
602,AllBallots,box1,2307,,bid22747,,
603,AllBallots,box1,11668,,bid11668,,
604,AllBallots,box1,10274,,bid30714,,
605,AllBallots,box1,14421,,bid14421,,
606,AllBallots,box1,2652,,bid2652,,
607,AllBallots,box1,2760,,bid23200,,
608,AllBallots,box1,15470,,bid35910,,
609,AllBallots,box1,13347,,bid13347,,
610,AllBallots,box1,15709,,bid15709,,
611,AllBallots,box1,595,,bid595,,
612,AllBallots,box1,2923,,bid23363,,
613,AllBallots,box1,892,,bid21332,,
614,AllBallots,box1,5037,,bid25477,,
615,AllBallots,box1,16153,,bid16153,,
616,AllBallots,box1,7188,,bid7188,,
617,AllBallots,box1,4277,,bid4277,,
618,AllBallots,box1,3355,,bid23795,,
619,AllBallots,box1,16085,,bid36525,,
620,AllBallots,box1,18797,,bid39237,,
621,AllBallots,box1,8140,,bid28580,,
622,AllBallots,box1,16389,,bid36829,,
623,AllBallots,box1,12192,,bid12192,,
624,AllBallots,box1,13630,,bid34070,,
625,AllBallots,box1,3013,,bid3013,,
626,AllBallots,box1,19027,,bid39467,,
627,AllBallots,box1,17478,,bid37918,,
628,AllBallots,box1,4090,,bid24530,,
629,AllBallots,box1,11944,,bid32384,,
630,AllBallots,box1,16178,,bid16178,,
631,AllBallots,box1,18510,,bid18510,,
632,AllBallots,box1,14137,,bid14137,,
633,AllBallots,box1,18713,,bid39153,,
634,AllBallots,box1,8276,,bid28716,,
